Connection	matching	Soot(1)	OSA(2)	SPOON(4)	JCG(8)	WALA(16)	JDT(64)	IntersectionID
(2531)automata.fsa.FSAToRegularGrammarConverter.variableForState(automata.State)->(2323)java.util.HashMap.get(java.lang.Object)	5	X	X	X	X		X	79
(2535)automata.fsa.FSATransition.<init>(automata.State,automata.State,java.lang.String)->(2516)automata.Transition.<init>(automata.State,automata.State)	6	X	X	X	X	X	X	95
(2535)automata.fsa.FSATransition.<init>(automata.State,automata.State,java.lang.String)->(2686)automata.fsa.FSATransition.setLabel(java.lang.String)	6	X	X	X	X	X	X	95
(2537)automata.NondeterminismDetector.<init>()->(1915)java.lang.Object.<init>()	5	X	X	X	X	X		31
(2538)automata.fsa.FSANondeterminismDetector.areNondeterministic(automata.Transition,automata.Transition)->(1923)java.lang.String.equals(java.lang.Object)	5	X	X	X	X		X	79
(2538)automata.fsa.FSANondeterminismDetector.areNondeterministic(automata.Transition,automata.Transition)->(2527)automata.fsa.FSATransition.getLabel()	5	X	X	X	X		X	79
(2538)automata.fsa.FSANondeterminismDetector.areNondeterministic(automata.Transition,automata.Transition)->(2539)java.lang.String.startsWith(java.lang.String)	5	X	X	X	X		X	79
(2541)automata.fsa.NFAToDFA$2.compare(automata.State,automata.State)->(2297)java.lang.Object.hashCode()	6	X	X	X	X	X	X	95
(2543)automata.fsa.FSAStepByStateSimulator.<init>(automata.Automaton)->(22)automata.AutomatonSimulator.<init>(automata.Automaton)	6	X	X	X	X	X	X	95
(2544)automata.fsa.FSAStepByStateSimulator.getInitialConfigurations(java.lang.String)->(2285)automata.Automaton.getInitialState()	5	X	X	X	X		X	79
(2544)automata.fsa.FSAStepByStateSimulator.getInitialConfigurations(java.lang.String)->(2545)automata.fsa.FSAConfiguration.<init>(automata.State,automata.fsa.FSAConfiguration,java.lang.String,java.lang.String)	6	X	X	X	X	X	X	95
(2545)automata.fsa.FSAConfiguration.<init>(automata.State,automata.fsa.FSAConfiguration,java.lang.String,java.lang.String)->(2290)automata.Configuration.<init>(automata.State,automata.Configuration)	6	X	X	X	X	X	X	95
(2549)automata.fsa.FSAStepByStateSimulator.isAccepted()->(1923)java.lang.String.equals(java.lang.Object)	5	X	X	X	X		X	79
(2549)automata.fsa.FSAStepByStateSimulator.isAccepted()->(2467)automata.Automaton.isFinalState(automata.State)	5	X	X	X	X		X	79
(2549)automata.fsa.FSAStepByStateSimulator.isAccepted()->(2546)automata.fsa.FSAConfiguration.getUnprocessedInput()	5	X	X	X	X		X	79
(2685)automata.fsa.FiniteStateAutomaton.<init>()->(24)automata.Automaton.<init>()	6	X	X	X	X	X	X	95
(2687)automata.fsa.FSATransition.copy(automata.State,automata.State)->(2535)automata.fsa.FSATransition.<init>(automata.State,automata.State,java.lang.String)	6	X	X	X	X	X	X	95
(2688)automata.fsa.FSATransition.hashCode()->(2258)java.lang.String.hashCode()	6	X	X	X	X	X	X	95
(2688)automata.fsa.FSATransition.hashCode()->(2689)automata.Transition.hashCode()	6	X	X	X	X	X	X	95
(2689)automata.Transition.hashCode()->(2297)java.lang.Object.hashCode()	6	X	X	X	X	X	X	95
(2690)automata.fsa.Minimizer.<init>()->(1915)java.lang.Object.<init>()	5	X	X	X	X	X		31
(2691)automata.fsa.Minimizer.initializeMinimizer()->(2301)java.util.HashMap.<init>()	6	X	X	X	X	X	X	95
(2692)automata.fsa.Minimizer.getTerminalToSplit(automata.State[],automata.Automaton,javax.swing.tree.DefaultTreeModel)->(2693)automata.fsa.FSAAlphabetRetriever.<init>()	6	X	X	X	X	X	X	95
(2692)automata.fsa.Minimizer.getTerminalToSplit(automata.State[],automata.Automaton,javax.swing.tree.DefaultTreeModel)->(2694)automata.fsa.Minimizer.isSplittableOnTerminal(automata.State[],java.lang.String,automata.Automaton,javax.swing.tree.DefaultTreeModel)	6	X	X	X	X	X	X	95
(2693)automata.fsa.FSAAlphabetRetriever.<init>()->(2742)automata.AlphabetRetriever.<init>()	5	X	X	X	X	X		31
(2694)automata.fsa.Minimizer.isSplittableOnTerminal(automata.State[],java.lang.String,automata.Automaton,javax.swing.tree.DefaultTreeModel)->(61)automata.fsa.Minimizer.getGroupsFromGroupOnTerminal(automata.State[],java.lang.String,automata.Automaton,javax.swing.tree.DefaultTreeModel)	6	X	X	X	X	X	X	95
(2694)automata.fsa.Minimizer.isSplittableOnTerminal(automata.State[],java.lang.String,automata.Automaton,javax.swing.tree.DefaultTreeModel)->(2221)java.util.ArrayList.size()	6	X	X	X	X	X	X	95
(2695)automata.fsa.Minimizer.isSplittable(automata.State[],automata.Automaton,javax.swing.tree.DefaultTreeModel)->(2693)automata.fsa.FSAAlphabetRetriever.<init>()	6	X	X	X	X	X	X	95
(2695)automata.fsa.Minimizer.isSplittable(automata.State[],automata.Automaton,javax.swing.tree.DefaultTreeModel)->(2694)automata.fsa.Minimizer.isSplittableOnTerminal(automata.State[],java.lang.String,automata.Automaton,javax.swing.tree.DefaultTreeModel)	6	X	X	X	X	X	X	95
(2696)automata.fsa.Minimizer.getDistinguishableGroup(automata.Automaton,javax.swing.tree.DefaultTreeModel)->(69)automata.fsa.Minimizer.getLeaves(javax.swing.tree.DefaultTreeModel,automata.fsa.MinimizeTreeNode)	6	X	X	X	X	X	X	95
(2696)automata.fsa.Minimizer.getDistinguishableGroup(automata.Automaton,javax.swing.tree.DefaultTreeModel)->(2494)java.util.ArrayList.iterator()	6	X	X	X	X	X	X	95
(2696)automata.fsa.Minimizer.getDistinguishableGroup(automata.Automaton,javax.swing.tree.DefaultTreeModel)->(2695)automata.fsa.Minimizer.isSplittable(automata.State[],automata.Automaton,javax.swing.tree.DefaultTreeModel)	6	X	X	X	X	X	X	95
(2698)automata.fsa.Minimizer.getGroupForState(automata.State,javax.swing.tree.DefaultTreeModel)->(69)automata.fsa.Minimizer.getLeaves(javax.swing.tree.DefaultTreeModel,automata.fsa.MinimizeTreeNode)	6	X	X	X	X	X	X	95
(2698)automata.fsa.Minimizer.getGroupForState(automata.State,javax.swing.tree.DefaultTreeModel)->(2494)java.util.ArrayList.iterator()	6	X	X	X	X	X	X	95
(2699)automata.fsa.Minimizer.stateGoesToGroupOnTerminal(automata.State,automata.State[],java.lang.String,automata.Automaton)->(28)automata.Automaton.getTransitionsFromStateToState(automata.State,automata.State)	6	X	X	X	X	X	X	95
(2699)automata.fsa.Minimizer.stateGoesToGroupOnTerminal(automata.State,automata.State[],java.lang.String,automata.Automaton)->(1923)java.lang.String.equals(java.lang.Object)	5	X	X	X	X		X	79
(2699)automata.fsa.Minimizer.stateGoesToGroupOnTerminal(automata.State,automata.State[],java.lang.String,automata.Automaton)->(2527)automata.fsa.FSATransition.getLabel()	5	X	X	X	X		X	79
(2701)automata.fsa.Minimizer.getTreeNodeForObject(javax.swing.tree.DefaultTreeModel,automata.fsa.MinimizeTreeNode,automata.State[])->(2701)automata.fsa.Minimizer.getTreeNodeForObject(javax.swing.tree.DefaultTreeModel,automata.fsa.MinimizeTreeNode,automata.State[])	6	X	X	X	X	X	X	95
(2705)automata.fsa.Minimizer.isMinimized(automata.Automaton,javax.swing.tree.DefaultTreeModel)->(2696)automata.fsa.Minimizer.getDistinguishableGroup(automata.Automaton,javax.swing.tree.DefaultTreeModel)	6	X	X	X	X	X	X	95
(2706)automata.fsa.Minimizer.isTransitionOnTerminal(automata.Transition[],java.lang.String)->(1923)java.lang.String.equals(java.lang.Object)	5	X	X	X	X		X	79
(2706)automata.fsa.Minimizer.isTransitionOnTerminal(automata.Transition[],java.lang.String)->(2527)automata.fsa.FSATransition.getLabel()	5	X	X	X	X		X	79
(2707)automata.fsa.Minimizer.needsTrapState(automata.Automaton)->(30)automata.Automaton.getStates()	6	X	X	X	X	X	X	95
(2707)automata.fsa.Minimizer.needsTrapState(automata.Automaton)->(2222)automata.Automaton.getTransitionsFromState(automata.State)	6	X	X	X	X	X	X	95
(2707)automata.fsa.Minimizer.needsTrapState(automata.Automaton)->(2693)automata.fsa.FSAAlphabetRetriever.<init>()	6	X	X	X	X	X	X	95
(2707)automata.fsa.Minimizer.needsTrapState(automata.Automaton)->(2706)automata.fsa.Minimizer.isTransitionOnTerminal(automata.Transition[],java.lang.String)	6	X	X	X	X	X	X	95
(2708)automata.fsa.Minimizer.addTrapState(automata.Automaton)->(30)automata.Automaton.getStates()	6	X	X	X	X	X	X	95
(2708)automata.fsa.Minimizer.addTrapState(automata.Automaton)->(35)automata.StatePlacer.getPointForState(automata.Automaton)	6	X	X	X	X	X	X	95
(2708)automata.fsa.Minimizer.addTrapState(automata.Automaton)->(2222)automata.Automaton.getTransitionsFromState(automata.State)	6	X	X	X	X	X	X	95
(2708)automata.fsa.Minimizer.addTrapState(automata.Automaton)->(2312)automata.Automaton.addTransition(automata.Transition)	6	X	X	X	X	X	X	95
(2708)automata.fsa.Minimizer.addTrapState(automata.Automaton)->(2451)automata.Automaton.createState(java.awt.Point)	6	X	X	X	X	X	X	95
(2708)automata.fsa.Minimizer.addTrapState(automata.Automaton)->(2508)automata.StatePlacer.<init>()	6	X	X	X	X	X	X	95
(2708)automata.fsa.Minimizer.addTrapState(automata.Automaton)->(2535)automata.fsa.FSATransition.<init>(automata.State,automata.State,java.lang.String)	6	X	X	X	X	X	X	95
(2708)automata.fsa.Minimizer.addTrapState(automata.Automaton)->(2693)automata.fsa.FSAAlphabetRetriever.<init>()	6	X	X	X	X	X	X	95
(2708)automata.fsa.Minimizer.addTrapState(automata.Automaton)->(2706)automata.fsa.Minimizer.isTransitionOnTerminal(automata.Transition[],java.lang.String)	6	X	X	X	X	X	X	95
(2708)automata.fsa.Minimizer.addTrapState(automata.Automaton)->(2707)automata.fsa.Minimizer.needsTrapState(automata.Automaton)	6	X	X	X	X	X	X	95
(2709)automata.AutomatonChecker.<init>()->(1915)java.lang.Object.<init>()	5	X	X	X	X	X		31
(2710)automata.AutomatonChecker.isNFA(automata.Automaton)->(121)automata.NondeterminismDetector.getNondeterministicStates(automata.Automaton)	6	X	X	X	X	X	X	95
(2710)automata.AutomatonChecker.isNFA(automata.Automaton)->(2275)automata.fsa.FSANondeterminismDetector.<init>()	6	X	X	X	X	X	X	95
(2716)automata.fsa.Minimizer.addChildrenToParent(java.util.ArrayList,automata.fsa.MinimizeTreeNode,javax.swing.tree.DefaultTreeModel)->(2494)java.util.ArrayList.iterator()	6	X	X	X	X	X	X	95
(2718)automata.fsa.Minimizer.hasFinalState(automata.State[],automata.Automaton)->(2467)automata.Automaton.isFinalState(automata.State)	6	X	X	X	X	X	X	95
(2719)automata.fsa.Minimizer.hasInitialState(automata.State[],automata.Automaton)->(2285)automata.Automaton.getInitialState()	6	X	X	X	X	X	X	95
(2720)automata.fsa.Minimizer.mapStateToGroup(automata.State,automata.State[])->(2320)java.util.HashMap.put(java.lang.Object,java.lang.Object)	6	X	X	X	X	X	X	95
(2721)automata.fsa.Minimizer.getGroupMappedToState(automata.State)->(2323)java.util.HashMap.get(java.lang.Object)	6	X	X	X	X	X	X	95
(2722)automata.fsa.Minimizer.createStatesForMinimumDfa(automata.Automaton,automata.Automaton,javax.swing.tree.DefaultTreeModel)->(35)automata.StatePlacer.getPointForState(automata.Automaton)	6	X	X	X	X	X	X	95
(2722)automata.fsa.Minimizer.createStatesForMinimumDfa(automata.Automaton,automata.Automaton,javax.swing.tree.DefaultTreeModel)->(59)automata.fsa.Minimizer.getString(automata.State[])	6	X	X	X	X	X	X	95
(2722)automata.fsa.Minimizer.createStatesForMinimumDfa(automata.Automaton,automata.Automaton,javax.swing.tree.DefaultTreeModel)->(69)automata.fsa.Minimizer.getLeaves(javax.swing.tree.DefaultTreeModel,automata.fsa.MinimizeTreeNode)	6	X	X	X	X	X	X	95
(2722)automata.fsa.Minimizer.createStatesForMinimumDfa(automata.Automaton,automata.Automaton,javax.swing.tree.DefaultTreeModel)->(114)automata.State.setLabel(java.lang.String)	6	X	X	X	X	X	X	95
(2722)automata.fsa.Minimizer.createStatesForMinimumDfa(automata.Automaton,automata.Automaton,javax.swing.tree.DefaultTreeModel)->(2310)automata.Automaton.addFinalState(automata.State)	6	X	X	X	X	X	X	95
(2722)automata.fsa.Minimizer.createStatesForMinimumDfa(automata.Automaton,automata.Automaton,javax.swing.tree.DefaultTreeModel)->(2311)automata.Automaton.setInitialState(automata.State)	6	X	X	X	X	X	X	95
(2722)automata.fsa.Minimizer.createStatesForMinimumDfa(automata.Automaton,automata.Automaton,javax.swing.tree.DefaultTreeModel)->(2451)automata.Automaton.createState(java.awt.Point)	6	X	X	X	X	X	X	95
(2722)automata.fsa.Minimizer.createStatesForMinimumDfa(automata.Automaton,automata.Automaton,javax.swing.tree.DefaultTreeModel)->(2494)java.util.ArrayList.iterator()	6	X	X	X	X	X	X	95
(2722)automata.fsa.Minimizer.createStatesForMinimumDfa(automata.Automaton,automata.Automaton,javax.swing.tree.DefaultTreeModel)->(2508)automata.StatePlacer.<init>()	6	X	X	X	X	X	X	95
(2722)automata.fsa.Minimizer.createStatesForMinimumDfa(automata.Automaton,automata.Automaton,javax.swing.tree.DefaultTreeModel)->(2718)automata.fsa.Minimizer.hasFinalState(automata.State[],automata.Automaton)	6	X	X	X	X	X	X	95
(2722)automata.fsa.Minimizer.createStatesForMinimumDfa(automata.Automaton,automata.Automaton,javax.swing.tree.DefaultTreeModel)->(2719)automata.fsa.Minimizer.hasInitialState(automata.State[],automata.Automaton)	6	X	X	X	X	X	X	95
(2722)automata.fsa.Minimizer.createStatesForMinimumDfa(automata.Automaton,automata.Automaton,javax.swing.tree.DefaultTreeModel)->(2720)automata.fsa.Minimizer.mapStateToGroup(automata.State,automata.State[])	6	X	X	X	X	X	X	95
(2722)automata.fsa.Minimizer.createStatesForMinimumDfa(automata.Automaton,automata.Automaton,javax.swing.tree.DefaultTreeModel)->(2723)automata.fsa.Minimizer.containsTrapState(automata.State[])	6	X	X	X	X	X	X	95
(2724)automata.fsa.Minimizer.getStateMappedToGroup(automata.State[],automata.Automaton)->(30)automata.Automaton.getStates()	6	X	X	X	X	X	X	95
(2724)automata.fsa.Minimizer.getStateMappedToGroup(automata.State[],automata.Automaton)->(2721)automata.fsa.Minimizer.getGroupMappedToState(automata.State)	6	X	X	X	X	X	X	95
(2726)automata.fsa.NFAToDFA.<init>()->(1915)java.lang.Object.<init>()	5	X	X	X	X	X		31
(2727)automata.fsa.NFAToDFA.createStateWithStates(automata.Automaton,automata.State[],automata.Automaton)->(35)automata.StatePlacer.getPointForState(automata.Automaton)	6	X	X	X	X	X	X	95
(2727)automata.fsa.NFAToDFA.createStateWithStates(automata.Automaton,automata.State[],automata.Automaton)->(74)automata.fsa.NFAToDFA.getStringForStates(automata.State[])	6	X	X	X	X	X	X	95
(2727)automata.fsa.NFAToDFA.createStateWithStates(automata.Automaton,automata.State[],automata.Automaton)->(114)automata.State.setLabel(java.lang.String)	6	X	X	X	X	X	X	95
(2727)automata.fsa.NFAToDFA.createStateWithStates(automata.Automaton,automata.State[],automata.Automaton)->(2310)automata.Automaton.addFinalState(automata.State)	6	X	X	X	X	X	X	95
(2727)automata.fsa.NFAToDFA.createStateWithStates(automata.Automaton,automata.State[],automata.Automaton)->(2451)automata.Automaton.createState(java.awt.Point)	6	X	X	X	X	X	X	95
(2727)automata.fsa.NFAToDFA.createStateWithStates(automata.Automaton,automata.State[],automata.Automaton)->(2508)automata.StatePlacer.<init>()	6	X	X	X	X	X	X	95
(2727)automata.fsa.NFAToDFA.createStateWithStates(automata.Automaton,automata.State[],automata.Automaton)->(2728)automata.fsa.NFAToDFA.hasFinalState(automata.State[],automata.Automaton)	6	X	X	X	X	X	X	95
(2728)automata.fsa.NFAToDFA.hasFinalState(automata.State[],automata.Automaton)->(2467)automata.Automaton.isFinalState(automata.State)	6	X	X	X	X	X	X	95
(2732)automata.fsa.NFAToDFA.getStateForStates(automata.State[],automata.Automaton,automata.Automaton)->(30)automata.Automaton.getStates()	6	X	X	X	X	X	X	95
(2732)automata.fsa.NFAToDFA.getStateForStates(automata.State[],automata.Automaton,automata.Automaton)->(72)automata.fsa.NFAToDFA.getStatesForState(automata.State,automata.Automaton)	6	X	X	X	X	X	X	95
(2732)automata.fsa.NFAToDFA.getStateForStates(automata.State[],automata.Automaton,automata.Automaton)->(76)automata.fsa.NFAToDFA.containSameStates(automata.State[],automata.State[])	6	X	X	X	X	X	X	95
(2734)automata.fsa.FSAConfiguration.isAccept()->(1928)java.lang.String.length()	5	X	X	X	X		X	79
(2734)automata.fsa.FSAConfiguration.isAccept()->(2467)automata.Automaton.isFinalState(automata.State)	6	X	X	X	X	X	X	95
(2734)automata.fsa.FSAConfiguration.isAccept()->(2546)automata.fsa.FSAConfiguration.getUnprocessedInput()	6	X	X	X	X	X	X	95
(2734)automata.fsa.FSAConfiguration.isAccept()->(2700)automata.State.getAutomaton()	6	X	X	X	X	X	X	95
(2735)automata.fsa.FSAConfiguration.equals(java.lang.Object)->(1923)java.lang.String.equals(java.lang.Object)	5	X	X	X	X		X	79
(2735)automata.fsa.FSAConfiguration.equals(java.lang.Object)->(2736)automata.Configuration.equals(java.lang.Object)	6	X	X	X	X	X	X	95
(2737)automata.fsa.FSAConfiguration.hashCode()->(2258)java.lang.String.hashCode()	5	X	X	X	X		X	79
(2737)automata.fsa.FSAConfiguration.hashCode()->(2296)automata.Configuration.hashCode()	6	X	X	X	X	X	X	95
(2738)automata.LambdaTransitionChecker.<init>()->(1915)java.lang.Object.<init>()	5	X	X	X	X	X		31
(2742)automata.AlphabetRetriever.<init>()->(1915)java.lang.Object.<init>()	5	X	X	X	X	X		31
(2745)automata.fsa.FSAToRegularExpressionConverter.needsParens(java.lang.String)->(1927)java.lang.String.charAt(int)	6	X	X	X	X	X	X	95
(2745)automata.fsa.FSAToRegularExpressionConverter.needsParens(java.lang.String)->(1928)java.lang.String.length()	6	X	X	X	X	X	X	95
(2746)automata.fsa.FSAToRegularExpressionConverter.getExp(java.lang.String)->(1923)java.lang.String.equals(java.lang.Object)	6	X	X	X	X	X	X	95
(2747)automata.fsa.FSAToRegularGrammarConverter$1.compare(java.lang.Object,java.lang.Object)->(2273)automata.State.getID()	6	X	X	X	X	X	X	95
(2748)automata.fsa.NFAToDFA$1.compare(automata.State,automata.State)->(2297)java.lang.Object.hashCode()	6	X	X	X	X	X	X	95
(2749)automata.State.setPoint(java.awt.Point)->(2455)automata.event.AutomataStateEvent.<init>(automata.Automaton,automata.State,boolean,boolean,boolean)	6	X	X	X	X	X	X	95
(2749)automata.State.setPoint(java.awt.Point)->(2456)automata.Automaton.distributeStateEvent(automata.event.AutomataStateEvent)	6	X	X	X	X	X	X	95
(2749)automata.State.setPoint(java.awt.Point)->(2700)automata.State.getAutomaton()	6	X	X	X	X	X	X	95
(2782)automata.mealy.MealyNondeterminismDetector.areNondeterministic(automata.Transition,automata.Transition)->(1923)java.lang.String.equals(java.lang.Object)	5	X	X	X	X		X	79
(2782)automata.mealy.MealyNondeterminismDetector.areNondeterministic(automata.Transition,automata.Transition)->(2539)java.lang.String.startsWith(java.lang.String)	5	X	X	X	X		X	79
(2782)automata.mealy.MealyNondeterminismDetector.areNondeterministic(automata.Transition,automata.Transition)->(3807)automata.mealy.MealyTransition.getLabel()	5	X	X	X	X		X	79
(2783)automata.pda.PDANondeterminismDetector.areNondeterministic(automata.Transition,automata.Transition)->(3771)automata.pda.PDATransition.getInputToRead()	5	X	X	X	X		X	79
(2783)automata.pda.PDANondeterminismDetector.areNondeterministic(automata.Transition,automata.Transition)->(3772)automata.pda.PDATransition.getStringToPop()	5	X	X	X	X		X	79
(2783)automata.pda.PDANondeterminismDetector.areNondeterministic(automata.Transition,automata.Transition)->(3800)automata.pda.PDANondeterminismDetector.arePrefixesOfEachOther(java.lang.String,java.lang.String)	6	X	X	X	X	X	X	95
(2788)automata.graph.layout.CircleLayoutAlgorithm.<init>()->(135)automata.graph.LayoutAlgorithm.<init>()	6	X	X	X	X	X	X	95
(2789)automata.graph.layout.GEMLayoutAlgorithm.<init>()->(135)automata.graph.LayoutAlgorithm.<init>()	6	X	X	X	X	X	X	95
(2790)automata.graph.layout.RandomLayoutAlgorithm.<init>()->(135)automata.graph.LayoutAlgorithm.<init>()	6	X	X	X	X	X	X	95
(2791)automata.graph.layout.SpiralLayoutAlgorithm.<init>()->(135)automata.graph.LayoutAlgorithm.<init>()	6	X	X	X	X	X	X	95
(2792)automata.graph.layout.TreeLayoutAlgorithm.<init>(boolean)->(135)automata.graph.LayoutAlgorithm.<init>()	6	X	X	X	X	X	X	95
(2793)automata.graph.layout.TwoCircleLayoutAlgorithm.<init>()->(135)automata.graph.LayoutAlgorithm.<init>()	6	X	X	X	X	X	X	95
(2794)automata.graph.layout.VertexMover.<init>(int)->(135)automata.graph.LayoutAlgorithm.<init>()	6	X	X	X	X	X	X	95
(2802)automata.graph.AutomatonDirectedGraph.<init>(automata.Automaton)->(2803)automata.graph.AutomatonGraph.<init>(automata.Automaton)	6	X	X	X	X	X	X	95
(2803)automata.graph.AutomatonGraph.<init>(automata.Automaton)->(30)automata.Automaton.getStates()	6	X	X	X	X	X	X	95
(2803)automata.graph.AutomatonGraph.<init>(automata.Automaton)->(2227)automata.Transition.getToState()	5	X	X	X	X		X	79
(2803)automata.graph.AutomatonGraph.<init>(automata.Automaton)->(2316)automata.State.getPoint()	5	X	X	X	X		X	79
(2803)automata.graph.AutomatonGraph.<init>(automata.Automaton)->(2344)automata.Automaton.getTransitions()	6	X	X	X	X	X	X	95
(2803)automata.graph.AutomatonGraph.<init>(automata.Automaton)->(2402)automata.Transition.getFromState()	5	X	X	X	X		X	79
(2803)automata.graph.AutomatonGraph.<init>(automata.Automaton)->(3276)automata.graph.Graph.<init>()	6	X	X	X	X	X	X	95
(2804)automata.graph.DFAEqualityChecker.<init>()->(1915)java.lang.Object.<init>()	5	X	X	X	X	X		31
(2805)automata.graph.FSAEqualityChecker.<init>()->(1915)java.lang.Object.<init>()	5	X	X	X	X	X		31
(2806)automata.graph.DFAEqualityChecker.equals(automata.fsa.FiniteStateAutomaton,automata.fsa.FiniteStateAutomaton)->(2301)java.util.HashMap.<init>()	6	X	X	X	X	X	X	95
(2806)automata.graph.DFAEqualityChecker.equals(automata.fsa.FiniteStateAutomaton,automata.fsa.FiniteStateAutomaton)->(3216)automata.graph.DFAEqualityChecker.hypothesize(automata.State,automata.State,java.util.Map)	6	X	X	X	X	X	X	95
(2809)automata.graph.AutomatonDirectedGraph.fromDegree(java.lang.Object,boolean)->(2469)java.lang.Object.equals(java.lang.Object)	6	X	X	X	X	X	X	95
(2810)automata.graph.Graph.degree(java.lang.Object)->(184)automata.graph.Graph.adjacent(java.lang.Object)	6	X	X	X	X	X	X	95
(2811)automata.graph.Graph.hasEdge(java.lang.Object,java.lang.Object)->(184)automata.graph.Graph.adjacent(java.lang.Object)	6	X	X	X	X	X	X	95
(2898)automata.turing.Tape.equals(java.lang.Object)->(3525)automata.turing.Tape.nonTrivial(int[])	6	X	X	X	X	X	X	95
(2898)automata.turing.Tape.equals(java.lang.Object)->(3526)java.lang.StringBuffer.charAt(int)	6	X	X	X	X	X	X	95
(3014)automata.pda.CharacterStack.equals(java.lang.Object)->(1923)java.lang.String.equals(java.lang.Object)	5	X	X	X	X		X	79
(3014)automata.pda.CharacterStack.equals(java.lang.Object)->(2475)java.lang.StringBuffer.toString()	6	X	X	X	X	X	X	95
(3025)grammar.ProductionComparator.equals(java.lang.Object)->(1923)java.lang.String.equals(java.lang.Object)	5	X	X	X	X		X	79
(3056)grammar.Production.equals(java.lang.Object)->(1923)java.lang.String.equals(java.lang.Object)	6	X	X	X	X	X	X	95
(3056)grammar.Production.equals(java.lang.Object)->(3598)grammar.Production.getLHS()	6	X	X	X	X	X	X	95
(3056)grammar.Production.equals(java.lang.Object)->(3599)grammar.Production.getRHS()	6	X	X	X	X	X	X	95
(3142)automata.turing.TMConfiguration.equals(java.lang.Object)->(2736)automata.Configuration.equals(java.lang.Object)	6	X	X	X	X	X	X	95
(3142)automata.turing.TMConfiguration.equals(java.lang.Object)->(2898)automata.turing.Tape.equals(java.lang.Object)	6	X	X	X	X	X	X	95
(3143)automata.pda.PDAConfiguration.equals(java.lang.Object)->(1923)java.lang.String.equals(java.lang.Object)	5	X	X	X	X		X	79
(3143)automata.pda.PDAConfiguration.equals(java.lang.Object)->(2736)automata.Configuration.equals(java.lang.Object)	6	X	X	X	X	X	X	95
(3143)automata.pda.PDAConfiguration.equals(java.lang.Object)->(3014)automata.pda.CharacterStack.equals(java.lang.Object)	5	X	X	X	X		X	79
(3144)automata.mealy.MealyConfiguration.equals(java.lang.Object)->(1923)java.lang.String.equals(java.lang.Object)	6	X	X	X	X	X	X	95
(3144)automata.mealy.MealyConfiguration.equals(java.lang.Object)->(2736)automata.Configuration.equals(java.lang.Object)	6	X	X	X	X	X	X	95
(3209)automata.graph.AutomatonDirectedGraph.toDegree(java.lang.Object,boolean)->(2469)java.lang.Object.equals(java.lang.Object)	6	X	X	X	X	X	X	95
(3210)automata.graph.DisjointSetsDetector.accountForStates(java.util.HashSet)->(2009)java.util.HashSet.iterator()	6	X	X	X	X	X	X	95
(3210)automata.graph.DisjointSetsDetector.accountForStates(java.util.HashSet)->(2209)java.util.ArrayList.add(java.lang.Object)	6	X	X	X	X	X	X	95
(3210)automata.graph.DisjointSetsDetector.accountForStates(java.util.HashSet)->(2220)java.util.ArrayList.contains(java.lang.Object)	6	X	X	X	X	X	X	95
(3211)automata.graph.DisjointSetsDetector.areDirectlyConnected(automata.State,automata.State,automata.Automaton)->(28)automata.Automaton.getTransitionsFromStateToState(automata.State,automata.State)	6	X	X	X	X	X	X	95
(3212)automata.graph.DisjointSetsDetector.addAllNotInSetToList(java.util.ArrayList,java.util.HashSet,java.util.ArrayList)->(2209)java.util.ArrayList.add(java.lang.Object)	6	X	X	X	X	X	X	95
(3212)automata.graph.DisjointSetsDetector.addAllNotInSetToList(java.util.ArrayList,java.util.HashSet,java.util.ArrayList)->(2389)java.util.HashSet.contains(java.lang.Object)	6	X	X	X	X	X	X	95
(3212)automata.graph.DisjointSetsDetector.addAllNotInSetToList(java.util.ArrayList,java.util.HashSet,java.util.ArrayList)->(2494)java.util.ArrayList.iterator()	6	X	X	X	X	X	X	95
(3213)automata.graph.DisjointSetsDetector.isAccountedFor(automata.State)->(2220)java.util.ArrayList.contains(java.lang.Object)	6	X	X	X	X	X	X	95
(3214)automata.graph.DisjointSetsDetector.accountedForAllStates(automata.Automaton)->(3215)automata.graph.DisjointSetsDetector.getUnaccountedForState(automata.Automaton)	6	X	X	X	X	X	X	95
(3215)automata.graph.DisjointSetsDetector.getUnaccountedForState(automata.Automaton)->(30)automata.Automaton.getStates()	6	X	X	X	X	X	X	95
(3215)automata.graph.DisjointSetsDetector.getUnaccountedForState(automata.Automaton)->(3213)automata.graph.DisjointSetsDetector.isAccountedFor(automata.State)	6	X	X	X	X	X	X	95
(3216)automata.graph.DFAEqualityChecker.hypothesize(automata.State,automata.State,java.util.Map)->(2222)automata.Automaton.getTransitionsFromState(automata.State)	6	X	X	X	X	X	X	95
(3216)automata.graph.DFAEqualityChecker.hypothesize(automata.State,automata.State,java.util.Map)->(2227)automata.Transition.getToState()	5	X	X	X	X		X	79
(3216)automata.graph.DFAEqualityChecker.hypothesize(automata.State,automata.State,java.util.Map)->(2301)java.util.HashMap.<init>()	6	X	X	X	X	X	X	95
(3216)automata.graph.DFAEqualityChecker.hypothesize(automata.State,automata.State,java.util.Map)->(2467)automata.Automaton.isFinalState(automata.State)	6	X	X	X	X	X	X	95
(3216)automata.graph.DFAEqualityChecker.hypothesize(automata.State,automata.State,java.util.Map)->(2527)automata.fsa.FSATransition.getLabel()	5	X	X	X	X		X	79
